firm,0,1
AQR,0.0,1.0
Amundi,1.0,0.0
BMO,1.0,0.0
BNYM,0.2,0.8
BlackRock,1.0,0.0
CapitalGroup,1.0,0.0
Fidelity,1.0,0.0
FranklinTempleton,0.5,0.5
GMO,1.0,0.0
GoldmanSachs,1.0,0.0
Invesco,1.0,0.0
JPMorgan,1.0,0.0
Morningstar,1.0,0.0
NothernTrust,1.0,0.0
StateStreet,1.0,0.0
TRowePrice,1.0,0.0
TrowePrice,1.0,0.0
Troweprice,1.0,0.0
UBS,1.0,0.0
Vanguard,1.0,0.0
Voya,0.0,1.0
WellsFargoInvestmentInstitute,1.0,0.0
